name;info;birth;demise;dataUrl
Alfredo Landa;Actor español;1933;2013;https://proverbia.net/autor/frases-de-alfredo-landa
AlisaKwitney;;;;https://proverbia.net/autor/frases-de-alisa-kwitney
Alonso de Ercilla y Zúñiga;Escritor español;1533;1594;https://proverbia.net/autor/frases-de-alonso-de-ercilla-y-zuniga
Alonso de laTorre;;;;https://proverbia.net/autor/frases-de-alonso-de-la-torre
Alphonse Allais;Escritor francés;1855;1905;https://proverbia.net/autor/frases-de-alphonse-allais
Alphonse Daudet;Escritor francés;1840;1897;https://proverbia.net/autor/frases-de-alphonse-daudet
Alphonse de Lamartine;Historiador, político y poeta francés;1790;1869;https://proverbia.net/autor/frases-de-alphonse-de-lamartine
Alphonse Karr;Escritor francés;1808;1890;https://proverbia.net/autor/frases-de--alphonse-karr
Álvaro de Figueroa y Torres;Político español;1863;1950;https://proverbia.net/autor/frases-de-alvaro-de-figueroa-y-torres
Álvaro Mutis;Novelista y poeta colombiano;1923;2013;https://proverbia.net/autor/frases-de-alvaro-mutis
Amado Nervo;Poeta, novelista y ensayista mexicano;1870;1919;https://proverbia.net/autor/frases-de-amado-nervo
AmauriPérez;;;;https://proverbia.net/autor/frases-de-amauri-perez
Ambrose Bierce;Escritor estadounidense;1842;1914;https://proverbia.net/autor/frases-de-ambrose-bierce
Amélie Nothomb;Escritora belga en lengua francesa;1967;?;https://proverbia.net/autor/frases-de-amelie-nothomb-
Amintore Fanfani;Político y economista italiano;1908;1999;https://proverbia.net/autor/frases-de-amintore-fanfani
Amos Bronson Alcott;Filósofo y profesor estadounidense;1799;1888;https://proverbia.net/autor/frases-de-amos-bronson-alcott
Ana de Austria;;;;https://proverbia.net/autor/frases-de-ana-de-austria
Ana Diosdado;Actriz y dramaturga española;1939;?;https://proverbia.net/autor/frases-de-ana-diosdado
Ana María Matute;Novelista española;1926;2014;https://proverbia.net/autor/frases-de-ana-maria-matute
Anacarsis;Filósofo escita;s. VII AC;s. VII AC;https://proverbia.net/autor/frases-de-anacarsis
Anatole France;Escritor francés;1844;1924;https://proverbia.net/autor/frases-de-anatole-france
Anaxágoras;Filósofo griego;500 A.C.;428 A.C.;https://proverbia.net/autor/frases-de-anaxagoras
André Breton;Poeta y crítico francés;1896;1966;https://proverbia.net/autor/frases-de-andre-breton
André Gide;Escritor francés;1859;1951;https://proverbia.net/autor/frases-de-andre-gide
André Giroux;Escritor francés.;;;https://proverbia.net/autor/frases-de-andre-giroux
André Malraux;Novelista y político francés;1901;1976;https://proverbia.net/autor/frases-de-andre-malraux
André Massena;Mariscal francés;1758;1817;https://proverbia.net/autor/frases-de-andre-massena
André Maurois;Novelista y ensayista francés;1885;1967;https://proverbia.net/autor/frases-de-andre-maurois
Andrew Bonar Law;Político inglés;1858;1923;https://proverbia.net/autor/frases-de-andrew-bonar-law
Ángel Ganivet;Escritor, ensayista y narrador español;1865;1898;https://proverbia.net/autor/frases-de-angel-ganivet
Ángel González;Poeta español;1925;2008;https://proverbia.net/autor/frases-de-angel-gonzalez
Angela Davis;Política, activista y profesora estadounidense;1944;?;https://proverbia.net/autor/frases-de-angela-davis
Anna Pavlova;Bailarina rusa La más célebre de su época.;1881;1931;https://proverbia.net/autor/frases-de-anna-pavlova
Anne Frank;Niña judía alemana;1929;1945;https://proverbia.net/autor/frases-de-anne-frank
Anne Robert Jacques Turgot;Político y economista frances;1727;1781;https://proverbia.net/autor/frases-de-anne-robert-jacques-turgot
Anthelme Brillat-Savarín;Gastrónomo y escritor francés;1755;1826;https://proverbia.net/autor/frases-de-anthelme-brillatsavarin
Antoine de Saint-Exupéry;Escritor francés;1900;1944;https://proverbia.net/autor/frases-de-antoine-de-saintexupery
Antoine Gombaud;Cortesano y escritor francés;1607;1685;https://proverbia.net/autor/frases-de-antoine-gombaud
Antoine Houdar de la Motte;Escritor francés;1672;1731;https://proverbia.net/autor/frases-de-antoine-houdar-de-la-motte
Antón Chéjov;Dramaturgo y autor de relatos ruso;1860;1904;https://proverbia.net/autor/frases-de-anton-chejov
Antoni Marí;Escritor español;1944;?;https://proverbia.net/autor/frases-de-antoni-mari
Antoni Tapies;Pintor español;1923;2012;https://proverbia.net/autor/frases-de-antoni-tapies
Antonie L. Apollinarie Fée;Farmacéutico y naturalista francés;1789;1874;https://proverbia.net/autor/frases-de-antonie-l-apollinarie-fee
Antonio Buero Vallejo;Dramaturgo español;1916;2000;https://proverbia.net/autor/frases-de-antonio-buero-vallejo
Antonio Cánovas del Castillo;Político, historiador y escritor español;1828;1897;https://proverbia.net/autor/frases-de-antonio-canovas-del-castillo
Antonio Fraguas Forges;Humorista español;1942;2018;https://proverbia.net/autor/frases-de-antonio-fraguas-forges
Antonio Francesco Doni;Escritor italiano;1513;1574;https://proverbia.net/autor/frases-de-antonio-francesco-doni
Antonio Gala;Dramaturgo, poeta y novelista español;1930;?;https://proverbia.net/autor/frases-de-antonio-gala
Antonio García Gutiérrez;Dramaturgo español;1813;1884;https://proverbia.net/autor/frases-de-antonio-garcia-gutierrez
Antonio Gaudí i Cornet;Arquitecto español;1852;1926;https://proverbia.net/autor/frases-de-antonio-gaudi-i-cornet
Antonio Genovesi;Economista italiano;1713;1769;https://proverbia.net/autor/frases-de-antonio-genovesi
Antonio Machado;Poeta y prosista español;1875;1939;https://proverbia.net/autor/frases-de-antonio-machado
Antonio Maura y Montaner;Estadista español;1853;1925;https://proverbia.net/autor/frases-de-antonio-maura-y-montaner
Antonio Mingote;Dibujante y humorista español;1919;2012;https://proverbia.net/autor/frases-de-antonio-mingote
Antonio Muñoz Molina;Escritor español;1956;?;https://proverbia.net/autor/frases-de-antonio-munoz-molina
Antonio Porchia;Escritor argentino de origen italiano;1886;1968;https://proverbia.net/autor/frases-de-antonio-porchia
Antonio Tabucchi;Escritor italiano;1943;2012;https://proverbia.net/autor/frases-de-antonio-tabucchi
AntonioMarino Lemiere;;;;https://proverbia.net/autor/frases-de-antonio-marino-lemiere
Aphra Behn;Escritora y espía británica;1640;1689;https://proverbia.net/autor/frases-de-aphra-behn
Aquiles Dalseme;Periodista francés;1840;1913;https://proverbia.net/autor/frases-de-aquiles-dalseme
Aristófanes;Dramaturgo griego;444 AC;385 AC;https://proverbia.net/autor/frases-de-aristofanes
Aristóteles;Filósofo griego;384 AC;322 AC;https://proverbia.net/autor/frases-de-aristoteles
Aristóteles Onassis;Magnate y empresario griego;1906;1975;https://proverbia.net/autor/frases-de-aristoteles-onassis
Armando Palacio Valdés;Literato español;1853;1938;https://proverbia.net/autor/frases-de-armando-palacio-valdes
Arnold Bennett;Novelista británico;1867;1931;https://proverbia.net/autor/frases-de-arnold-bennett
Arnold H.Glasow;;;;https://proverbia.net/autor/frases-de-arnold-h-glasow
Arnold J. Toynbee;Historiador inglés;1889;1975;https://proverbia.net/autor/frases-de-arnold-j-toynbee
Arquímedes;;;;https://proverbia.net/autor/frases-de-arquimedes
Arthur C. Clarke;Escritor inglés de ciencia ficción;1917;2008;https://proverbia.net/autor/frases-de-arthur-c-clarke
Arthur Helps;Escritor y periodista inglés;1813;1875;https://proverbia.net/autor/frases-de-arthur-helps
Arthur Koestler;Escritor británico de origen húngaro;1905;1983;https://proverbia.net/autor/frases-de-arthur-koestler
Arthur Miller;Dramaturgo estadounidense;1915;2005;https://proverbia.net/autor/frases-de-arthur-miller
Arthur Neville Chamberlain;Político británico;1869;1940;https://proverbia.net/autor/frases-de-arthur-neville-chamberlain
Arthur Rimbaud;Poeta francés;1854;1891;https://proverbia.net/autor/frases-de-arthur-rimbaud
Arthur Schnitzler;Dramaturgo austríaco;1862;1931;https://proverbia.net/autor/frases-de-arthur-schnitzler
Arthur Schopenhauer;Filósofo alemán;1788;1860;https://proverbia.net/autor/frases-de-arthur-schopenhauer
Arturo Graf;Escritor y poeta italiano;1848;1913;https://proverbia.net/autor/frases-de-arturo-graf
Arturo Pérez Reverte;Periodista y escritor español;1951;?;https://proverbia.net/autor/frases-de-arturo-perez-reverte
August von Kotzebue;Dramaturgo alemán;1761;1819;https://proverbia.net/autor/frases-de-august-von-kotzebue
Auguste Comte;Filósofo francés;1798;1857;https://proverbia.net/autor/frases-de-auguste-comte
Auguste Rodin;Escultor francés;1840;1917;https://proverbia.net/autor/frases-de-auguste-rodin
Aulo Persio;Poeta satírico latino;34;62;https://proverbia.net/autor/frases-de-aulo-persio
Aurelio Teodosio Macrobio;Filósofo latino.;;;https://proverbia.net/autor/frases-de-aurelio-teodosio-macrobio
Averroes;Filósofo y médico hispanoárabe;1126;1198;https://proverbia.net/autor/frases-de-averroes
Ayn Rand;Filósofa y escritora ruso-estadounidense;1905;1982;https://proverbia.net/autor/frases-de-ayn-rand
Azorín;Ensayista, novelista y autor de teatro español;1873;1967;https://proverbia.net/autor/frases-de-azorin
B. C.Forbes;;;;https://proverbia.net/autor/frases-de-b-c-forbes
B.B. King;Guitarrista y compositor estadounidense;1925;?;https://proverbia.net/autor/frases-de-bb-king
Baldassare Castiglione;Diplomático y escritor italiano;1478;1529;https://proverbia.net/autor/frases-de-baldassare-castiglione
Baldomero Fernández Moreno;Médico, poeta y escritor argentino;1886;1950;https://proverbia.net/autor/frases-de-baldomero-fernandez-moreno
Balduino I;Rey de Bélgica;1930;1993;https://proverbia.net/autor/frases-de-balduino-i
Baltasar Gracián;Escritor español;1601;1658;https://proverbia.net/autor/frases-de-baltasar-gracian
Barbara Probst Solomon;Escritora estadounidense;1924;?;https://proverbia.net/autor/frases-de-barbara-probst-solomon
Barbara Ward;Economista, peridista y educadora inglesa;1914;1981;https://proverbia.net/autor/frases-de-barbara-ward
Barón de Holbach;Filósofo francés;1723;1789;https://proverbia.net/autor/frases-de-baron-de-holbach
Baruch Spinoza;Filósofo holandés, de origen juedoespañol;1632;1677;https://proverbia.net/autor/frases-de-baruch-spinoza
Bella Abzug;Política estadounidense;1920;1998;https://proverbia.net/autor/frases-de-bella-abzug
Benedetto Croce;Historiador, humanista y filósofo italiano;1866;1952;https://proverbia.net/autor/frases-de-benedetto-croce
Benedicto XVI;Papa de la Iglesia Católica;1927;?;https://proverbia.net/autor/frases-de-benedicto-xvi
Benito Jerónimo Feijoó;Filósofo y escritor español;1676;1764;https://proverbia.net/autor/frases-de-benito-jeronimo-feijoo
Benito Juárez;Político mexicano;1806;1872;https://proverbia.net/autor/frases-de-benito-juarez
Benito Pérez Galdós;Escritor español;1843;1920;https://proverbia.net/autor/frases-de-benito-perez-galdos
Benjamin Constant;Escritor y político francés;1767;1830;https://proverbia.net/autor/frases-de-benjamin-constant
Benjamin Disraeli;Estadista ingles;1804;1881;https://proverbia.net/autor/frases-de-benjamin-disraeli
Benjamin Franklin;Estadista y científico estadounidense;1706;1790;https://proverbia.net/autor/frases-de-benjamin-franklin
Benjamín Jarnés;Novelista y ensayista español;1888;1949;https://proverbia.net/autor/frases-de-benjamin-jarnes
Benjamin Jonson;Dramaturgo inglés;1572;1637;https://proverbia.net/autor/frases-de-benjamin-jonson
Bernard Le Bouvier de Fontenelle;Escritor francés;1657;1757;https://proverbia.net/autor/frases-de-bernard-le-bouvier-de-fontenelle
Bernard M. Baruch;Financiero y asesor presidencial estadounidense;1870;1965;https://proverbia.net/autor/frases-de-bernard-m-baruch
Bernard-Henri Lévy;Filósofo y novelista francés;1948;?;https://proverbia.net/autor/frases-de-bernardhenri-levy
Bernardino Rebolledo;Militar, poeta y diplomático español;1597;1676;https://proverbia.net/autor/frases-de-bernardino-rebolledo
Bernardo Verbitsky;Poeta, ensayista y periodista argentino;1907;1979;https://proverbia.net/autor/frases-de-bernardo-verbitsky
Bernice Buresh;Escritora estadounidense.;;;https://proverbia.net/autor/frases-de-bernice-buresh
BertholdAuerbach;;;;https://proverbia.net/autor/frases-de-berthold-auerbach
Bertolt Brecht;Dramaturgo y poeta alemán;1898;1956;https://proverbia.net/autor/frases-de-bertolt-brecht
Bertrand Russell;Filósofo, matemático y escritor británico.;1872;1970;https://proverbia.net/autor/frases-de-bertrand-russell
Bette Davis;Actriz estadounidense;1908;1989;https://proverbia.net/autor/frases-de-bette-davis
BeverlySills;;;;https://proverbia.net/autor/frases-de-beverly-sills
Bias de Priene;Uno de los siete sabios de Grecia;siglo VI a.C.;?;https://proverbia.net/autor/frases-de-bias-de-priene
Bill Cosby;Actor, cómico y productor estadounidense;1937;?;https://proverbia.net/autor/frases-de-bill-cosby
Bill Watterson;Autor de comics;1958;?;https://proverbia.net/autor/frases-de-bill-watterson
Billy Wilder;Director, guionista y productor de cine de origen;1906;2002;https://proverbia.net/autor/frases-de-billy-wilder
Blaise Pascal;Científico, filósofo y escritor francés;1623;1662;https://proverbia.net/autor/frases-de-blaise-pascal
Blas Infante;Poeta y político español;1885;1936;https://proverbia.net/autor/frases-de-blas-infante
Bob Dylan;Cantautor, compositor y músico estadounidense;1941;?;https://proverbia.net/autor/frases-de-bob-dylan
Bob Marley;Músico jamaicano;1945;1981;https://proverbia.net/autor/frases-de-bob-marley
Boecio;Filósofo y estadista romano;480;524;https://proverbia.net/autor/frases-de-boecio
Bono;Cantante irlandés Líder del grupo U2;1960;?;https://proverbia.net/autor/frases-de-bono
Boris Pasternak;Poeta y autor ruso;1890;1960;https://proverbia.net/autor/frases-de-boris-leonidovich-pasternak
Brian Bowling;Humanista estadounidense.;;;https://proverbia.net/autor/frases-de-brian-bowling
Bruce Springsteen;Cantante estadounidense;1949;?;https://proverbia.net/autor/frases-de-bruce-springsteen
Buda;Fundador del budismo;563 AC;486 AC;https://proverbia.net/autor/frases-de-buda
C.C.Cortéz;;;;https://proverbia.net/autor/frases-de-cc-cortez
C.Spurgeon;;;;https://proverbia.net/autor/frases-de-c-spurgeon
Caballero de Bruix;Escritor francés;1728;1780;https://proverbia.net/autor/frases-de-caballero-de-bruix
Camille Sée;Político y abogado francés;1847;1919;https://proverbia.net/autor/frases-de-camille-see
Camilo José Cela;Escritor español;1916;2002;https://proverbia.net/autor/frases-de-camilo-jose-cela
Cándido;Escritor y periodista español;1928;2006;https://proverbia.net/autor/frases-de-candido
Cardenal de Retz;Político y memorialista francés;1613;1679;https://proverbia.net/autor/frases-de-cardenal-de-retz
Cardenal Richelieu;Noble y hombre de estado francés;1585;1642;https://proverbia.net/autor/frases-de-cardenal-richelieu
Carl Gustav Jung;Psicólogo y psiquiatra suizo;1875;1961;https://proverbia.net/autor/frases-de-carl-gustav-jung
Carl Maria von Weber;Compositor alemán;1786;1826;https://proverbia.net/autor/frases-de-carl-maria-von-weber
Carl Sagan;Astrónomo estadounidense;1934;1996;https://proverbia.net/autor/frases-de-carl-sagan
Carl Sandburg;Poeta, historiador y novelista estadounidense;1878;1967;https://proverbia.net/autor/frases-de-carl-sandburg
Carl Schmitt;Filósofo y político alemán;1888;1985;https://proverbia.net/autor/frases-de-carl-schmitt
Carl Zuckmayer;Escritor alemán;1896;1977;https://proverbia.net/autor/frases-de-carl-zuckmayer
CarlBerstein;;;;https://proverbia.net/autor/frases-de-carl-berstein
Carlo Bini;Escritor italiano;1806;1842;https://proverbia.net/autor/frases-de-carlo-bini
Carlo Dossi;Escritor italiano;1849;1910;https://proverbia.net/autor/frases-de-carlo-dossi
Carlo Goldoni;Dramaturgo italiano;1707;1793;https://proverbia.net/autor/frases-de-carlo-goldoni
Carlomagno;;;;https://proverbia.net/autor/frases-de-carlomagno
Carlos Castilla del Pino;Psiquiatra y escritor español;1922;?;https://proverbia.net/autor/frases-de-carlos-castilla-del-pino
Carlos Fuentes;Periodista y escritor mexicano;1929;2012;https://proverbia.net/autor/frases-de-carlos-fuentes
Carlos I;Rey de España (1516-1556);1500;1558;https://proverbia.net/autor/frases-de-carlos-i
Carmen Conde;Escritora española;1907;1996;https://proverbia.net/autor/frases-de-carmen-conde
Carmen Martín Gaite;Novelista española;1925;2000;https://proverbia.net/autor/frases-de-carmen-martin-gaite
Carmen Posadas;Escritora uruguaya;1953;?;https://proverbia.net/autor/frases-de-carmen-posadas
Casimir Delavigne;Poeta y dramaturgo francés;1793;1843;https://proverbia.net/autor/frases-de-casimir-delavigne
Catón de Útica;Político romano;95 AC;46 AC;https://proverbia.net/autor/frases-de-caton-de-utica
Cecilia;Evangelina Sobredo Cantante y letrista española.;1948;1976;https://proverbia.net/autor/frases-de-cecilia
Cecilia Bohl de Faber;Escritora española;1796;1879;https://proverbia.net/autor/frases-de-cecilia-bohl-de-faber
César Borgia;Príncipe, guerrero y político italiano;1475;1507;https://proverbia.net/autor/frases-de-cesar-borgia
César González-Ruano;Escritor, periodista y poeta español;1903;1965;https://proverbia.net/autor/frases-de-cesar-gonzalezruano
César Vallejo;Poeta peruano;1892;1938;https://proverbia.net/autor/frases-de-cesar-vallejo
Cesare Beccaria;Literato, filósofo, jurista y economista italiano;1738;1794;https://proverbia.net/autor/frases-de-cesare-beccaria
Cesare Cantù;Historiador italiano;1804;1895;https://proverbia.net/autor/frases-de-cesare-cant%C3%B9
Cesare Pavese;Poeta y novelista italiano;1908;1950;https://proverbia.net/autor/frases-de-cesare-pavese
Chamfort;Académico francés;1741;1794;https://proverbia.net/autor/frases-de-chamfort
Channing Pollock;Dramaturgo estadounidense;1880;1946;https://proverbia.net/autor/frases-de-channing-pollock
Charles Anderson Dana;Editor y periodista estadounidense;1819;1897;https://proverbia.net/autor/frases-de-charles-anderson-dana
Charles Augustin Sainte-Beuve;Escritor y crítico literario francés;1804;1869;https://proverbia.net/autor/frases-de-charles-augustin-saintebeuve
Charles Baudelaire;Escritor, poeta y crítico francés;1821;1867;https://proverbia.net/autor/frases-de-charles-baudelaire
Charles Bukowski;Escritor estadounidense;1920;1994;https://proverbia.net/autor/frases-de-charles-bukowski
Charles Buxton;Escritor y parlamentario británico;1823;1871;https://proverbia.net/autor/frases-de-charles-buxton
Charles Caleb Colton;Poeta inglés;1780;1832;https://proverbia.net/autor/frases-de-charles-caleb-colton
Charles Chaplin;Actor y director británico;1889;1977;https://proverbia.net/autor/frases-de-charles-chaplin
Charles Darwin;Científico británico;1809;1882;https://proverbia.net/autor/frases-de-charles-darwin
Charles de Gaulle;Poltíco francés;1890;1970;https://proverbia.net/autor/frases-de-charles-de-gaulle
Charles Dickens;Escritor y novelista inglés;1812;1870;https://proverbia.net/autor/frases-de-charles-dickens
Charles James Fox;Estadista inglés;1749;1806;https://proverbia.net/autor/frases-de-charles-james-fox
Charles Kingsley;Novelista y clérigo inglés;1819;1875;https://proverbia.net/autor/frases-de-charles--kingsley-
Charles Lamb;Escritor inglés;1775;1834;https://proverbia.net/autor/frases-de-charles-lamb
Charles M. Schulz;Dibujante estadounidense;1922;2000;https://proverbia.net/autor/frases-de-charles-m-schulz
Charles Maurice Talleyrand;Diplomático y estadista francés;1754;1838;https://proverbia.net/autor/frases-de-charles-maurice-talleyrand
Charles Nicolle;Médico y bacteriólogo frances;1866;1936;https://proverbia.net/autor/frases-de-charles-nicolle
Charles Palissot de Montenoy;Dramaturgo francés;1730;1814;https://proverbia.net/autor/frases-de-charles-palissot-de-montenoy
Charles Paul de Kock;Escritor francés;1793;1871;https://proverbia.net/autor/frases-de-charles-paul-de-kock
Charles Péguy;Escritor francés;1873;1914;https://proverbia.net/autor/frases-de-charles-peguy
Charles Pinot Duclós;Escritor francés;1704;1772;https://proverbia.net/autor/frases-de-charles-pinot-duclos
Charles Reade;Escritor inglés;1814;1884;https://proverbia.net/autor/frases-de-charles-reade
Charles Régismanset;Escritor francés;1877;1945;https://proverbia.net/autor/frases-de-charles-regismanset
Charles Thomson Rees Wilson;Físico escocés;1869;1959;https://proverbia.net/autor/frases-de-charles-thomson-rees-wilson
Charles Van Lerberghe;Poeta, escritor de cuentos y dramaturgo belga;1861;1907;https://proverbia.net/autor/frases-de-charles-van-lerberghe
Charlotte Brontë;Novelista inglesa;1816;1855;https://proverbia.net/autor/frases-de-charlotte-bronte
Charmesse;;;;https://proverbia.net/autor/frases-de-charmesse
Chavela Vargas;Cantante mexicana;1919;?;https://proverbia.net/autor/frases-de-chavela-vargas
Christoph A. Tiedge;Poeta alemán;1752;1841;https://proverbia.net/autor/frases-de-christoph-a-tiedge
Christoph Wieland;Escritor alemán;1733;1813;https://proverbia.net/autor/frases-de-christoph-wieland
Christopher Morley;Político inglés;1890;1957;https://proverbia.net/autor/frases-de-christopher-morley
Chumy Chúmez;Humorista gráfico y escritor español;1927;2003;https://proverbia.net/autor/frases-de-chumy-chumez
Cicerón;Escritor, orador y político romano;106 AC;43 AC;https://proverbia.net/autor/frases-de-ciceron
Ciro el Grande;Rey de Persia;600 a. C.;530 a. C.;https://proverbia.net/autor/frases-de-ciro-el-grande
Clarence S. Darrow;Abogado estadounidense;1857;1938;https://proverbia.net/autor/frases-de-clarence-s-darrow
Claude Adrien Helvétius;Filósofo francés;1715;1771;https://proverbia.net/autor/frases-de-claude-adrien-helvetius
Claude Bernard;Fisiólogo francés;1813;1878;https://proverbia.net/autor/frases-de-claude-bernard
Claude Chabrol;Director de cine francés;1930;2010;https://proverbia.net/autor/frases-de-claude-chabrol
Claude Debussy;Compositor francés;1862;1918;https://proverbia.net/autor/frases-de-claude-debussy
ClaudeSerre;;;;https://proverbia.net/autor/frases-de-claude-serre
Clemente de Alejandría;;;;https://proverbia.net/autor/frases-de-clemente-de-alejandria
Clemente XIV;Papa de la Iglesia Católica;1705;1774;https://proverbia.net/autor/frases-de-clemente-xiv
Clemente XIX;;;;https://proverbia.net/autor/frases-de-clemente-xix
